player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url

192119,/player/192119/thibaut-courtois/230009,23,9,2023-01-13,T. Courtois,Thibaut Nicolas Marc Courtois,GK,90,91,90000000,250000,30,1992-05-11,199,96,53,La Liga,1,243,Real Madrid,GK,1,,2018-08-09,2026,7,Belgium,1325,GK,1,Left,3,1,4,Medium/Medium,Unique,Yes,191300000,,"GK Long Throw, Comes For Crosses",,,,,,,14,14,13,33,12,13,19,20,35,23,42,52,63,84,45,56,68,38,70,17,23,15,13,44,27,66,20,18,16,84,89,75,89,90,46,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,31+3,32+3,32+3,32+3,31+3,29+3,31+3,31+3,31+3,29+3,29+3,29+3,29+3,29+3,29+3,87+3,https://cdn.sofifa.net/players/192/119/23_120.png

209331,/player/209331/mohamed-salah/230009,23,9,2023-01-13,M. Salah,Mohamed Salah Ghaly,RW,90,90,115500000,270000,30,1992-06-15,175,71,13,Premier League,1,9,Liverpool,RW,11,,2017-07-01,2023,111,Egypt,,,,Left,3,4,4,High/Medium,Unique,Yes,213700000,"#Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward","Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",90,89,82,90,45,75,80,93,59,84,84,90,84,69,77,88,89,90,90,93,91,83,69,87,75,85,63,55,92,85,86,92,38,43,41,14,14,9,11,14,,86+3,86+3,86+3,88,88,88,88,88,88+2,88+2,88+2,87+3,82+3,82+3,82+3,87+3,71+3,68+3,68+3,68+3,71+3,67+3,58+3,58+3,58+3,67+3,22+3,https://cdn.sofifa.net/players/209/331/23_120.png

167495,/player/167495/manuel-neuer/230009,23,9,2023-01-13,M. Neuer,Manuel Peter Neuer,GK,89,89,11500000,69000,36,1986-03-27,193,93,19,Bundesliga,1,21,FC Bayern München,SUB,1,,2011-07-01,2024,21,Germany,1337,GK,1,Right,4,1,5,Medium/Medium,Unique,Yes,19000000,,"Leadership, GK Long Throw, Rushes Out Of Goal, Comes For Crosses",,,,,,,15,13,25,60,11,30,14,11,68,46,48,50,51,85,35,68,77,43,80,16,29,30,12,70,47,70,17,10,11,87,88,90,88,87,49,39+3,39+3,39+3,39,42,42,42,39,47+3,47+3,47+3,43+3,50+3,50+3,50+3,43+3,36+3,43+3,43+3,43+3,36+3,34+3,34+3,34+3,34+3,34+3,87+2,https://cdn.sofifa.net/players/167/495/23_120.png

190871,/player/190871/neymar-da-silva-santos-jr/230009,23,9,2023-01-13,Neymar Jr,Neymar da Silva Santos Júnior,LW,89,89,99500000,200000,30,1992-02-05,175,68,16,Ligue 1,1,73,Paris Saint Germain,CAM,10,,2017-08-03,2025,54,Brazil,,,,Right,5,5,5,High/Medium,Unique,Yes,184100000,"#Dribbler, #FK Specialist, #Acrobat","Injury Prone, Flair, Speed Dribbler (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",87,83,85,93,37,61,83,83,63,85,86,95,88,87,81,94,88,86,93,88,82,79,62,79,52,81,63,37,86,90,91,93,35,32,29,9,9,15,15,11,,82+3,82+3,82+3,88,88,88,88,88,89,89,89,88+1,82+3,82+3,82+3,88+1,66+3,63+3,63+3,63+3,66+3,61+3,50+3,50+3,50+3,61+3,20+3,https://cdn.sofifa.net/players/190/871/23_120.png

200145,/player/200145/carlos-henrique-venancio-casimiro/230009,23,9,2023-01-13,Casemiro,Carlos Henrique Venancio Casimiro,CDM,89,89,86000000,240000,30,1992-02-23,185,84,13,Premier League,1,11,Manchester United,RDM,18,,2022-08-19,2026,54,Brazil,,,,Right,3,2,3,Medium/High,Unique,Yes,163400000,"#Tackling, #Tactician, #Strength, #Complete Defender","Power Free-Kick, Solid Player, Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI), Team Player",63,73,78,73,88,89,62,64,81,84,65,69,72,74,84,80,60,66,61,88,66,88,85,88,90,81,91,88,75,79,66,84,90,88,87,13,14,16,12,12,,76+3,76+3,76+3,73,76,76,76,73,76+3,76+3,76+3,74+3,82+3,82+3,82+3,74+3,81+3,86+3,86+3,86+3,81+3,82+3,87+2,87+2,87+2,82+3,21+3,https://cdn.sofifa.net/players/200/145/23_120.png

200389,/player/200389/jan-oblak/230009,23,9,2023-01-13,J. Oblak,Jan Oblak,GK,89,90,79000000,100000,29,1993-01-07,188,87,53,La Liga,1,240,Atlético Madrid,GK,13,,2014-07-16,2023,44,Slovenia,,,,Right,3,1,5,Medium/Medium,Unique,Yes,171800000,,"GK Long Throw, Comes For Crosses",,,,,,,13,11,15,43,13,12,13,14,40,30,42,53,64,86,48,59,77,42,78,12,36,24,11,67,11,68,27,14,18,86,90,79,87,89,46,33+3,33+3,33+3,32,34,34,34,32,37+3,37+3,37+3,34+3,39+3,39+3,39+3,34+3,33+3,38+3,38+3,38+3,33+3,32+3,34+3,34+3,34+3,32+3,87+3,https://cdn.sofifa.net/players/200/389/23_120.png

202126,/player/202126/harry-kane/230009,23,9,2023-01-13,H. Kane,Harry Kane,ST,89,89,105500000,240000,28,1993-07-28,188,89,13,Premier League,1,18,Tottenham Hotspur,ST,10,,2010-07-28,2024,14,England,1318,ST,9,Right,5,3,4,High/High,Unique,Yes,200500000,"#Distance Shooter, #Clinical Finisher","Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",69,91,83,83,47,82,80,93,85,84,87,83,82,65,86,86,67,70,68,92,73,92,79,83,83,86,80,44,94,87,92,92,50,36,38,8,10,11,14,11,,87+2,87+2,87+2,84,86,86,86,84,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,67+3,68+3,68+3,68+3,67+3,63+3,61+3,61+3,61+3,63+3,20+3,https://cdn.sofifa.net/players/202/126/23_120.png

203376,/player/203376/virgil-van-dijk/230009,23,9,2023-01-13,V. van Dijk,Virgil van Dijk,CB,89,89,84500000,220000,30,1991-07-08,193,92,13,Premier League,1,9,Liverpool,LCB,4,,2018-01-01,2025,34,Netherlands,105035,CB,4,Right,3,2,4,Medium/High,Unique,Yes,156300000,"#Tackling, #Tactician, #Strength, #Complete Defender","Leadership, Long Passer (AI), Power Header",81,60,71,72,90,86,53,52,86,79,45,70,60,70,86,76,68,91,61,89,53,81,88,74,93,64,85,89,47,65,62,90,91,91,86,13,10,13,11,11,,70+3,70+3,70+3,68,70,70,70,68,70+3,70+3,70+3,70+3,76+3,76+3,76+3,70+3,80+3,84+3,84+3,84+3,80+3,82+3,88+1,88+1,88+1,82+3,20+3,https://cdn.sofifa.net/players/203/376/23_120.png

208722,/player/208722/sadio-mane/230009,23,9,2023-01-13,S. Mané,Sadio Mané,"CF, LM",89,89,101000000,155000,30,1992-04-10,174,69,19,Bundesliga,1,21,FC Bayern München,LM,17,,2022-07-01,2025,136,Senegal,,,,Right,4,4,4,Medium/Medium,Unique,Yes,166700000,"#Poacher, #Dribbler, #Acrobat, #Complete Forward","Flair, Speed Dribbler (AI), Team Player",88,82,80,88,44,77,78,85,84,84,75,88,77,64,71,86,91,86,93,91,88,83,87,85,72,78,75,35,90,84,75,84,42,42,38,10,10,15,7,14,,85+3,85+3,85+3,86,87,87,87,86,86+3,86+3,86+3,85+3,79+3,79+3,79+3,85+3,67+3,65+3,65+3,65+3,67+3,64+3,59+3,59+3,59+3,64+3,19+3,https://cdn.sofifa.net/players/208/722/23_120.png

210257,/player/210257/ederson-santana-de-moraes/230009,23,9,2023-01-13,Ederson,Ederson Santana de Moraes,GK,89,91,88000000,210000,28,1993-08-17,188,86,13,Premier League,1,10,Manchester City,GK,31,,2017-07-01,2026,54,Brazil,,,,Left,3,1,3,Medium/Medium,Unique,Yes,169400000,,"Long Passer (AI), Rushes Out Of Goal, Comes For Crosses",,,,,,,20,14,14,61,18,23,15,20,66,40,64,63,60,88,48,70,66,41,78,18,38,27,20,70,51,70,29,15,8,87,82,93,88,87,64,40+3,40+3,40+3,41,43,43,43,41,47+3,47+3,47+3,44+3,49+3,49+3,49+3,44+3,37+3,44+3,44+3,44+3,37+3,36+3,35+3,35+3,35+3,36+3,87+3,https://cdn.sofifa.net/players/210/257/23_120.png

212622,/player/212622/joshua-kimmich/230009,23,9,2023-01-13,J. Kimmich,Joshua Walter Kimmich,"CDM, RB, CM",89,90,105500000,130000,27,1995-02-08,177,75,19,Bundesliga,1,21,FC Bayern München,RDM,6,,2015-07-01,2025,21,Germany,1337,LDM,6,Right,4,3,4,High/Medium,Normal (170-185),Yes,182000000,#Crosser,"Leadership, Long Passer (AI), Playmaker (AI)",68,72,87,84,83,79,91,68,72,87,69,82,85,69,90,85,77,60,84,88,84,78,79,94,68,83,89,85,80,85,44,85,84,85,78,8,15,7,15,15,,77+3,77+3,77+3,81,80,80,80,81,83+3,83+3,83+3,83+3,86+3,86+3,86+3,83+3,84+3,86+3,86+3,86+3,84+3,83+3,81+3,81+3,81+3,83+3,21+3,https://cdn.sofifa.net/players/212/622/23_120.png

212831,/player/212831/alisson-ramses-becker/230009,23,9,2023-01-13,Alisson,Alisson Ramsés Becker,GK,89,90,79000000,190000,29,1992-10-02,193,91,13,Premier League,1,9,Liverpool,GK,1,,2018-07-19,2027,54,Brazil,,,,Right,3,1,3,Medium/Medium,Unique,Yes,152100000,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses",,,,,,,17,13,29,60,20,27,19,18,58,40,58,49,40,87,37,64,52,32,78,14,27,11,13,66,23,68,15,19,16,86,85,85,90,89,54,39+3,39+3,39+3,38,41,41,41,38,45+3,45+3,45+3,42+3,46+3,46+3,46+3,42+3,33+3,39+3,39+3,39+3,33+3,32+3,32+3,32+3,32+3,32+3,87+3,https://cdn.sofifa.net/players/212/831/23_120.png

239085,/player/239085/erling-haaland/230009,23,9,2023-01-13,E. Haaland,Erling Braut Haaland,ST,89,94,160000000,230000,21,2000-07-21,195,94,13,Premier League,1,10,Manchester City,ST,9,,2022-07-01,2027,36,Norway,1352,ST,9,Left,3,3,4,High/Medium,Unique,Yes,308000000,"#Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","Speed Dribbler (AI), Power Header",89,91,65,80,49,88,47,94,79,74,88,78,77,62,53,82,82,94,76,89,74,94,74,81,93,87,87,43,91,74,76,85,44,53,29,7,14,13,11,7,,88+3,88+3,88+3,80,85,85,85,80,80+3,80+3,80+3,78+3,74+3,74+3,74+3,78+3,63+3,64+3,64+3,64+3,63+3,61+3,62+3,62+3,62+3,61+3,19+3,https://cdn.sofifa.net/players/239/085/23_120.png

20801,/player/20801/c-ronaldo-dos-santos-aveiro/230009,23,9,2023-01-13,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,ST,88,88,31000000,86000,37,1985-02-05,187,83,350,Pro League,1,112139,Al Nassr,ST,7,,2023-01-01,2025,38,Portugal,1354,ST,7,Right,4,5,5,High/Low,Unique,Yes,52700000,"#Distance Shooter, #Clinical Finisher","Power Free-Kick, Flair, Long Shot Taker (AI), Outside Foot Shot",79,91,76,83,34,72,78,91,89,78,85,81,79,75,70,87,76,82,77,90,67,93,95,70,75,88,62,29,93,76,90,94,24,32,24,7,11,15,14,11,,87+1,87+1,87+1,84,86,86,86,84,83+3,83+3,83+3,82+3,75+3,75+3,75+3,82+3,60+3,58+3,58+3,58+3,60+3,57+3,52+3,52+3,52+3,57+3,20+3,https://cdn.sofifa.net/players/020/801/23_120.png

177003,/player/177003/luka-modric/230009,23,9,2023-01-13,L. Modrić,Luka Modrić,CM,88,88,29000000,230000,36,1985-09-09,172,66,53,La Liga,1,243,Real Madrid,RCM,10,,2012-08-01,2023,10,Croatia,1328,RCM,10,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,59500000,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",73,76,89,88,72,66,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,83,92,70,75,72,13,9,7,14,9,,76+3,76+3,76+3,83,82,82,82,83,86+2,86+2,86+2,84+3,87+1,87+1,87+1,84+3,81+3,81+3,81+3,81+3,81+3,79+3,72+3,72+3,72+3,79+3,19+3,https://cdn.sofifa.net/players/177/003/23_120.png

182521,/player/182521/toni-kroos/230009,23,9,2023-01-13,T. Kroos,Toni Kroos,CM,88,88,72000000,310000,32,1990-01-04,183,76,53,La Liga,1,243,Real Madrid,LCM,8,,2014-07-17,2023,21,Germany,,,,Right,5,3,4,Medium/Medium,Normal (170-185),Yes,147600000,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",53,81,90,81,71,68,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88,71,73,60,10,11,13,7,10,,77+3,77+3,77+3,80,81,81,81,80,83+3,83+3,83+3,81+3,86+2,86+2,86+2,81+3,77+3,81+3,81+3,81+3,77+3,74+3,71+3,71+3,71+3,74+3,19+3,https://cdn.sofifa.net/players/182/521/23_120.png

192448,/player/192448/marc-andre-ter-stegen/230009,23,9,2023-01-13,M. ter Stegen,Marc-André ter Stegen,GK,88,89,68500000,210000,30,1992-04-30,187,85,53,La Liga,1,241,FC Barcelona,GK,1,,2014-07-01,2025,21,Germany,1337,SUB,12,Right,4,1,4,Medium/Medium,Unique,Yes,145600000,,"Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90,47,35+3,35+3,35+3,35,38,38,38,35,42+3,42+3,42+3,39+3,45+3,45+3,45+3,39+3,33+3,41+3,41+3,41+3,33+3,31+3,33+3,33+3,33+3,31+3,86+3,https://cdn.sofifa.net/players/192/448/23_120.png

193041,/player/193041/keylor-navas/230009,23,9,2023-01-13,K. Navas,Keylor Navas Gamboa,GK,88,88,10000000,85000,35,1986-12-15,185,80,16,Ligue 1,1,73,Paris Saint Germain,SUB,1,,2019-09-02,2024,72,Costa Rica,,,,Right,3,1,3,Medium/Medium,Normal (185+),Yes,18500000,,"GK Long Throw, Cautious With Crosses",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,84,61,56,74,39,75,13,32,22,16,68,25,67,28,14,14,89,84,75,87,89,54,34+3,34+3,34+3,35,37,37,37,35,40+3,40+3,40+3,37+3,39+3,39+3,39+3,37+3,32+3,36+3,36+3,36+3,32+3,31+3,32+3,32+3,32+3,31+3,86+2,https://cdn.sofifa.net/players/193/041/23_120.png

200104,/player/200104/heung-min-son/230009,23,9,2023-01-13,H. Son,손흥민 孙兴慜,"LW, LM, ST",88,88,89500000,230000,29,1992-07-08,183,78,13,Premier League,1,18,Tottenham Hotspur,LW,7,,2015-08-28,2025,167,Korea Republic,,,,Right,5,4,4,High/Medium,Unique,Yes,170100000,"#Dribbler, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",88,89,80,85,42,69,83,91,68,81,79,86,87,74,74,82,85,90,85,91,76,88,60,88,64,89,62,39,91,81,73,89,47,34,33,11,13,13,6,10,,85+3,85+3,85+3,86,86,86,86,86,85+3,85+3,85+3,85+3,78+3,78+3,78+3,85+3,67+3,63+3,63+3,63+3,67+3,63+3,54+3,54+3,54+3,63+3,19+3,https://cdn.sofifa.net/players/200/104/23_120.png

207865,/player/207865/marcos-aoas-correa/230009,23,9,2023-01-13,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000,170000,28,1994-05-14,183,75,16,Ligue 1,1,73,Paris Saint Germain,LCB,5,,2013-07-19,2024,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000,"#Tackling, #Tactician ","Power Header, Team Player",79,56,75,74,89,80,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3,https://cdn.sofifa.net/players/207/865/23_120.png

210514,/player/210514/joao-pedro-cavaco-cancelo/230009,23,9,2023-01-13,João Cancelo,João Pedro Cavaco Cancelo,"LB, RB",88,88,82500000,250000,28,1994-05-27,182,74,13,Premier League,1,10,Manchester City,LB,7,,2019-08-07,2027,38,Portugal,1354,RB,20,Right,4,4,3,High/Medium,Unique,Yes,152600000,"#Dribbler, #Crosser","Early Crosser, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85,73,85,85,81,73,88,69,72,88,62,86,87,69,79,87,86,84,79,85,78,80,72,91,62,79,76,82,81,85,52,86,79,84,80,6,9,15,14,14,,78+3,78+3,78+3,84,83,83,83,84,84+3,84+3,84+3,85+3,84+3,84+3,84+3,85+3,85+3,83+3,83+3,83+3,85+3,84+3,79+3,79+3,79+3,84+3,19+3,https://cdn.sofifa.net/players/210/514/23_120.png

215914,/player/215914/ngolo-kante/230009,23,9,2023-01-13,N. Kanté,N'Golo Kanté,"CDM, CM",88,88,64000000,210000,31,1991-03-29,168,70,13,Premier League,1,5,Chelsea,RES,7,,2016-07-16,2023,18,France,,,,Right,3,2,4,Medium/High,Unique,Yes,118400000,"#Tackling, #Tactician ","Injury Prone, Leadership",72,66,74,81,86,81,68,65,54,81,56,78,49,49,76,81,77,68,78,91,92,71,75,93,72,65,92,89,72,77,54,84,90,92,85,15,12,10,7,10,,72+3,72+3,72+3,76,76,76,76,76,77+3,77+3,77+3,77+3,81+3,81+3,81+3,77+3,83+3,85+3,85+3,85+3,83+3,83+3,83+3,83+3,83+3,83+3,20+3,https://cdn.sofifa.net/players/215/914/23_120.png

218667,/player/218667/bernardo-mota-carvalho-e-silva/230009,23,9,2023-01-13,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM",88,88,97500000,260000,27,1994-08-10,173,64,13,Premier League,1,10,Manchester City,SUB,20,,2017-07-01,2025,38,Portugal,1354,RW,10,Left,3,4,2,High/High,Lean (170-185),Yes,180400000,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",74,78,84,92,66,68,85,79,51,89,78,92,85,67,77,91,84,65,94,87,92,79,51,93,54,78,77,65,83,85,68,90,66,73,58,9,10,14,12,9,,78+2,78+2,78+2,85,84,84,84,85,86+2,86+2,86+2,86+2,84+2,84+2,84+2,86+2,78+2,77+2,77+2,77+2,78+2,75+2,67+2,67+2,67+2,75+2,19+2,https://cdn.sofifa.net/players/218/667/23_120.png

230621,/player/230621/gianluigi-donnarumma/230009,23,9,2023-01-13,G. Donnarumma,Gianluigi Donnarumma,GK,88,92,103500000,110000,23,1999-02-25,196,90,16,Ligue 1,1,73,Paris Saint Germain,GK,99,,2021-07-15,2026,27,Italy,1343,GK,21,Right,3,1,3,Medium/Medium,Unique,Yes,199200000,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,12,12,12,36,8,28,12,14,34,30,50,55,64,85,38,59,72,34,72,18,30,26,14,60,24,65,20,14,16,90,83,79,85,89,52,34+3,34+3,34+3,34,36,36,36,34,38+3,38+3,38+3,35+3,37+3,37+3,37+3,35+3,31+3,34+3,34+3,34+3,31+3,31+3,31+3,31+3,31+3,31+3,86+3,https://cdn.sofifa.net/players/230/621/23_120.png

239818,/player/239818/ruben-santos-gato-alves-dias/230009,23,9,2023-01-13,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,88,91,107500000,230000,25,1997-05-14,187,82,13,Premier League,1,10,Manchester City,RCB,3,,2020-09-29,2027,38,Portugal,1354,LCB,4,Right,4,2,3,Medium/High,Normal (185+),Yes,206900000,#Tackling ,"Leadership, Power Header",63,39,66,68,88,88,54,29,87,82,32,64,46,48,76,74,57,67,60,89,56,74,78,83,89,26,92,85,39,51,45,81,90,89,85,7,8,13,7,12,,61+3,61+3,61+3,59,60,60,60,59,62+3,62+3,62+3,64+3,70+3,70+3,70+3,64+3,78+3,83+3,83+3,83+3,78+3,80+3,87+3,87+3,87+3,80+3,18+3,https://cdn.sofifa.net/players/239/818/23_120.png

