player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
245956,/player/245956/christiane-endler/230009,23,9,2023-01-13,C. Endler,Christiane Endler,GK,88,88,61000000,2000,30,1991-07-23,183,73,2218,Feminine Division 1,1,116033,Lyon W,GK,1,,2021-07-01,2024,55,Chile,,,,Left,3,1,5,Medium/Medium,Lean (170-185),Yes,125100000,,Leadership,,,,,,,15,15,13,27,8,15,17,11,34,22,43,35,39,85,42,64,65,35,46,17,21,15,10,69,13,45,15,11,12,88,83,85,90,90,40,30+3,30+3,30+3,29,32,32,32,29,33+3,33+3,33+3,31+3,34+3,34+3,34+3,31+3,26+3,28+3,28+3,28+3,26+3,25+3,24+3,24+3,24+3,25+3,87+1,https://cdn.sofifa.net/players/245/956/23_120.png
226302,/player/226302/alexandra-popp/230009,23,9,2023-01-13,A. Popp,Alexandra Popp,"ST, LM",87,87,,,31,1991-04-06,174,65,,,,,,,,,,,21,Germany,113004,ST,11,Left,5,3,4,High/High,Normal (170-185),Yes,,"#Aerial Threat, #Distance Shooter, #Clinical Finisher, #Complete Forward","Injury Prone, Leadership, Power Header, Outside Foot Shot, Team Player",79,88,76,82,55,82,74,87,92,84,89,82,73,73,59,86,78,79,71,89,70,89,88,80,82,87,84,59,90,79,86,81,45,52,48,12,14,13,7,14,,87,87,87,83,85,85,85,83,83+3,83+3,83+3,81+3,78+3,78+3,78+3,81+3,70+3,69+3,69+3,69+3,70+3,68+3,67+3,67+3,67+3,68+3,20+3,https://cdn.sofifa.net/players/226/302/23_120.png
227318,/player/227318/amandine-henry/230009,23,9,2023-01-13,A. Henry,Amandine Chantal Henry,"CDM, CM",87,87,53000000,2000,32,1989-09-28,171,64,2218,Feminine Division 1,1,116033,Lyon W,LCM,6,,2007-07-01,2023,18,France,,,,Right,3,4,5,High/High,Normal (170-185),Yes,108700000,"#Distance Shooter, #Tactician ","Leadership, Long Shot Taker (AI), Outside Foot Shot",72,80,78,78,86,86,63,76,72,87,64,77,68,67,84,84,75,69,68,90,61,90,84,84,85,86,90,87,70,80,75,83,89,89,84,11,13,15,14,7,,79+3,79+3,79+3,77,80,80,80,77,80+3,80+3,80+3,78+3,83+3,83+3,83+3,78+3,82+3,86+1,86+1,86+1,82+3,82+3,85+2,85+2,85+2,82+3,20+3,https://cdn.sofifa.net/players/227/318/23_120.png
227323,/player/227323/guro-reiten/230009,23,9,2023-01-13,G. Reiten,Guro Reiten,"LM, CAM, ST",87,87,85000000,2000,27,1994-07-26,167,60,2216,Women's Super League,1,116010,Chelsea W,LM,11,,2019-07-01,2025,36,Norway,113007,LM,11,Left,3,4,3,High/Medium,Normal (170-),Yes,174300000,#Acrobat,"Finesse Shot, Chip Shot (AI)",90,79,85,85,64,63,94,82,50,85,61,81,74,80,79,86,88,91,93,89,89,81,65,92,50,78,58,72,84,86,66,85,60,67,66,16,16,12,11,16,,79+3,79+3,79+3,86,84,84,84,86,85+2,85+2,85+2,86+1,83+3,83+3,83+3,86+1,81+3,75+3,75+3,75+3,81+3,78+3,66+3,66+3,66+3,78+3,23+3,https://cdn.sofifa.net/players/227/323/23_120.png
227392,/player/227392/ashley-lawrence/230009,23,9,2023-01-13,A. Lawrence,Ashley Elizabeth Marie Lawrence,RB,87,88,83500000,2000,27,1995-06-11,164,60,2218,Feminine Division 1,1,116034,Paris SG W,RB,12,,2017-01-31,2023,70,Canada,113000,LB,10,Right,4,3,3,High/Medium,Normal (170-),Yes,177400000,,Speed Dribbler (AI),88,70,83,83,84,78,86,62,73,86,66,81,78,70,81,85,88,88,85,87,87,79,77,88,72,76,80,84,73,82,75,83,84,87,83,14,10,11,9,14,,76+3,76+3,76+3,81,80,80,80,81,81+3,81+3,81+3,83+3,83+3,83+3,83+3,83+3,86+2,84+3,84+3,84+3,86+2,85+3,82+3,82+3,82+3,85+3,20+3,https://cdn.sofifa.net/players/227/392/23_120.png
233837,/player/233837/lina-magull/230009,23,9,2023-01-13,L. Magull,Lina Maria Magull,"CM, CAM",87,87,,,27,1994-08-15,166,54,,,,,,,,,,,21,Germany,113004,LCM,20,Right,3,5,4,High/Medium,Lean (170-),Yes,,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Leadership, Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",86,75,86,89,59,67,73,75,56,93,76,88,78,78,85,93,88,84,92,89,89,70,64,85,60,79,65,76,85,90,72,75,45,66,48,8,13,15,7,15,,79+3,79+3,79+3,86,86,86,86,86,88-1,88-1,88-1,86+1,87,87,87,86+1,76+3,76+3,76+3,76+3,76+3,73+3,65+3,65+3,65+3,73+3,20+3,https://cdn.sofifa.net/players/233/837/23_120.png
237197,/player/237197/grace-geyoro/230009,23,9,2023-01-13,G. Geyoro,Onema Grace Geyoro,"CM, CDM",87,91,113500000,2000,24,1997-07-02,168,61,2218,Feminine Division 1,1,116034,Paris SG W,RCM,8,,2014-07-01,2024,18,France,113003,LCM,8,Right,3,3,3,High/High,Normal (170-),Yes,241200000,"#Engine, #Tactician ","Solid Player, Leadership, Playmaker (AI), Team Player",78,70,81,83,83,78,69,73,64,89,52,82,68,48,89,88,82,74,73,88,79,69,58,93,75,71,71,87,82,85,52,79,81,90,83,13,16,16,14,11,,77+3,77+3,77+3,81,81,81,81,81,83+3,83+3,83+3,83+3,87+3,87+3,87+3,83+3,84+3,86+3,86+3,86+3,84+3,83+3,81+3,81+3,81+3,83+3,22+3,https://cdn.sofifa.net/players/237/197/23_120.png
238257,/player/238257/millie-bright/230009,23,9,2023-01-13,M. Bright,Millie Bright,CB,87,88,75500000,2000,28,1993-08-21,178,76,2216,Women's Super League,1,116010,Chelsea W,RCB,4,,2015-01-01,2026,14,England,113002,RCB,6,Right,4,2,3,Low/High,Stocky (170-185),Yes,160400000,"#Tactician, #Strength","Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Team Player",59,50,70,65,87,88,50,49,89,88,35,59,51,52,86,83,51,65,34,89,37,63,90,78,92,46,91,87,38,57,59,85,90,85,81,11,12,12,8,16,,65+3,65+3,65+3,62,64,64,64,62,66+3,66+3,66+3,66+3,75+3,75+3,75+3,66+3,77+3,85+3,85+3,85+3,77+3,79+3,87+1,87+1,87+1,79+3,20+3,https://cdn.sofifa.net/players/238/257/23_120.png
248717,/player/248717/lena-oberdorf/230009,23,9,2023-01-13,L. Oberdorf,Lena Sophie Oberdorf,"CDM, CB",87,93,,,20,2001-12-19,174,68,,,,,,,,,,,21,Germany,113004,CDM,6,Right,3,3,4,Medium/Medium,Stocky (170-185),No,,"#Tackling, #Tactician ",Dives Into Tackles (AI),70,60,76,77,87,84,58,53,73,85,57,71,59,55,81,84,71,70,71,87,78,75,79,80,83,60,91,87,72,85,53,81,86,90,92,14,14,9,11,11,,72+3,72+3,72+3,73,75,75,75,73,77+3,77+3,77+3,75+3,81+3,81+3,81+3,75+3,81+3,86+3,86+3,86+3,81+3,82+3,86+3,86+3,86+3,82+3,21+3,https://cdn.sofifa.net/players/248/717/23_120.png
257008,/player/257008/lauren-hemp/230009,23,9,2023-01-13,L. Hemp,Lauren May Hemp,LW,87,93,128000000,2000,21,2000-08-07,164,59,2216,Women's Super League,1,116017,Manchester City W,LW,11,,2018-06-01,2024,14,England,113002,LM,9,Left,3,4,4,High/High,Normal (170-),Yes,294400000,"#Speedster, #Dribbler, #Engine, #Crosser, #Acrobat","Early Crosser, Finesse Shot, Speed Dribbler (AI), Outside Foot Shot",92,80,84,89,63,68,94,85,63,84,69,92,86,80,75,86,92,92,91,88,90,83,77,88,60,71,59,69,83,83,68,70,56,69,57,7,6,11,12,8,,82+3,82+3,82+3,87,85,85,85,87,85+3,85+3,85+3,87+3,82+3,82+3,82+3,87+3,79+3,74+3,74+3,74+3,79+3,76+3,67+3,67+3,67+3,76+3,17+3,https://cdn.sofifa.net/players/257/008/23_120.png
264012,/player/264012/sophia-smith/230009,23,9,2023-01-13,S. Smith,Sophia Smith,"ST, RW, LW",87,94,,,21,2000-08-10,164,58,,,,,,,,,,,95,United States,113009,RW,11,Right,4,4,1,High/Medium,Normal (170-),No,,"#Speedster, #Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward","Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",95,84,77,88,46,81,73,86,81,86,80,88,74,60,75,91,94,95,89,89,86,84,56,93,82,83,68,43,89,74,67,68,41,42,39,12,13,13,13,6,,87+2,87+2,87+2,87,87,87,87,87,86+2,86+2,86+2,86+2,80+2,80+2,80+2,86+2,70+2,67+2,67+2,67+2,70+2,67+2,59+2,59+2,59+2,67+2,20+2,https://cdn.sofifa.net/players/264/012/23_120.png
226177,/player/226177/becky-sauerbrunn/230009,23,9,2023-01-13,B. Sauerbrunn,Rebecca Elizabeth Sauerbrunn,CB,86,86,,,37,1985-06-06,170,64,,,,,,,,,,,95,United States,113009,LCB,4,Right,3,3,4,Medium/High,Normal (170-185),Yes,,"#Tackling, #Strength","Leadership, Team Player",68,44,61,69,89,84,51,39,86,71,37,65,54,38,63,74,69,67,60,79,63,47,86,73,91,47,78,88,50,61,56,82,92,87,89,15,12,7,10,11,,61+3,61+3,61+3,62,62,62,62,62,64+3,64+3,64+3,64+3,68+3,68+3,68+3,64+3,76+3,79+3,79+3,79+3,76+3,78+3,86,86,86,78+3,19+3,https://cdn.sofifa.net/players/226/177/23_120.png
226327,/player/226327/christen-press/230009,23,9,2023-01-13,C. Press,Christen Annemarie Press,"ST, LW",86,86,,,33,1988-12-29,168,58,,,,,,,,,,,95,United States,113009,SUB,7,Right,3,4,4,High/Low,Lean (170-),Yes,,"#Acrobat, #Clinical Finisher","Injury Prone, Flair, Playmaker (AI), Outside Foot Shot",88,87,78,85,46,74,75,88,84,86,80,84,78,62,75,90,87,89,90,84,64,86,80,86,73,87,62,43,87,71,82,80,42,42,38,15,14,9,11,11,,86,86,86,85,85,85,85,85,84+2,84+2,84+2,84+2,79+3,79+3,79+3,84+2,68+3,65+3,65+3,65+3,68+3,65+3,59+3,59+3,59+3,65+3,20+3,https://cdn.sofifa.net/players/226/327/23_120.png
226328,/player/226328/megan-rapinoe/230009,23,9,2023-01-13,M. Rapinoe,Megan Anna Rapinoe,"LW, LM",86,86,,,36,1985-07-05,165,60,,,,,,,,,,,95,United States,113009,SUB,15,Right,4,4,5,High/Medium,Lean (170-),Yes,,"#Dribbler, #Crosser, #FK Specialist, #Clinical Finisher, #Complete Forward","Long Throw-in, Outside Foot Shot",79,86,85,87,46,72,89,89,72,87,70,88,91,88,78,90,78,79,80,84,79,84,63,70,75,85,67,47,90,80,92,91,41,45,39,15,12,14,14,11,,84+2,84+2,84+2,86,86,86,86,86,86,86,86,85+1,80+3,80+3,80+3,85+1,68+3,66+3,66+3,66+3,68+3,64+3,58+3,58+3,58+3,64+3,21+3,https://cdn.sofifa.net/players/226/328/23_120.png
227013,/player/227013/fridolina-rolfo/230009,23,9,2023-01-13,F. Rolfö,Fridolina Rolfö,"LW, RW, LB",86,86,,,28,1993-11-24,178,65,,,,,,,,,,,46,Sweden,113008,ST,18,Left,4,4,3,High/High,Lean (170-185),No,,"#Strength, #Clinical Finisher, #Complete Forward",Technical Dribbler (AI),84,85,82,86,67,79,81,87,79,88,81,87,74,63,75,89,84,84,77,86,73,85,80,80,90,84,50,65,84,86,77,81,65,66,65,7,11,16,14,9,,85+1,85+1,85+1,86,86,86,86,86,86,86,86,85+1,83+3,83+3,83+3,85+1,77+3,75+3,75+3,75+3,77+3,76+3,72+3,72+3,72+3,76+3,19+3,https://cdn.sofifa.net/players/227/013/23_120.png
227255,/player/227255/fran-kirby/230009,23,9,2023-01-13,F. Kirby,Francesca Kirby,"CAM, RW, RM",86,86,66500000,2000,29,1993-06-29,157,52,2216,Women's Super League,1,116010,Chelsea W,LW,14,,2015-07-01,2023,14,England,113002,CAM,14,Right,4,4,4,High/Medium,Normal (170-),Yes,136300000,"#Speedster, #Dribbler, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Finesse Shot, Flair, Technical Dribbler (AI)",90,88,74,90,44,56,63,89,71,84,88,91,48,65,70,90,91,89,91,87,93,87,72,67,54,88,45,35,90,79,75,82,41,45,39,13,9,12,16,16,,85+1,85+1,85+1,86,88-2,88-2,88-2,86,86,86,86,84+2,78+3,78+3,78+3,84+2,64+3,61+3,61+3,61+3,64+3,62+3,54+3,54+3,54+3,62+3,22+3,https://cdn.sofifa.net/players/227/255/23_120.png
227337,/player/227337/svenja-huth/230009,23,9,2023-01-13,S. Huth,Svenja Anette Huth,"RM, ST, LM",86,86,,,31,1991-01-25,163,54,,,,,,,,,,,21,Germany,113004,RW,9,Right,5,4,3,Medium/Medium,Lean (170-),No,,"#Dribbler, #Acrobat","Leadership, Speed Dribbler (AI), Team Player",86,72,84,86,56,59,86,71,32,87,79,87,78,67,78,83,88,84,90,88,95,73,75,90,49,72,42,71,81,86,70,79,40,65,66,17,10,7,12,10,,74+3,74+3,74+3,84,81,81,81,84,84+2,84+2,84+2,85+1,82+3,82+3,82+3,85+1,78+3,72+3,72+3,72+3,78+3,74+3,60+3,60+3,60+3,74+3,20+3,https://cdn.sofifa.net/players/227/337/23_120.png
231432,/player/231432/lindsey-horan/230009,23,9,2023-01-13,L. Horan,Lindsey Michelle Horan,CM,86,86,68000000,2000,28,1994-05-26,175,67,2218,Feminine Division 1,1,116033,Lyon W,RCM,26,,2016-01-13,2023,95,United States,113009,LCM,10,Right,3,4,3,High/Medium,Normal (170-185),Yes,139400000,"#Playmaker, #Distance Shooter, #Clinical Finisher, #Complete Midfielder","Power Header, Outside Foot Shot",79,86,86,84,63,79,79,86,89,91,80,85,68,83,90,87,80,79,79,89,66,89,79,89,81,88,63,69,89,88,75,76,59,60,49,7,15,13,9,11,,87-1,87-1,87-1,85,87-1,87-1,87-1,85,87-1,87-1,87-1,86,86,86,86,86,76+3,77+3,77+3,77+3,76+3,73+3,70+3,70+3,70+3,73+3,19+3,https://cdn.sofifa.net/players/231/432/23_120.png
232073,/player/232073/mallory-swanson/230009,23,9,2023-01-13,M. Swanson,Mallory Diane Pugh,"LW, CF",86,92,,,24,1998-04-29,163,54,,,,,,,,,,,95,United States,113009,LW,9,Right,3,4,3,High/Medium,Lean (170-),Yes,,"#Speedster, #Clinical Finisher, #Complete Forward","Finesse Shot, Flair, Speed Dribbler (AI), Outside Foot Shot",93,83,81,85,42,64,84,87,68,85,70,85,67,67,77,88,92,93,84,86,88,81,69,89,48,81,70,43,86,79,75,72,36,41,39,12,11,15,16,17,,82+3,82+3,82+3,86,85,85,85,86,85+3,85+3,85+3,86+3,80+3,80+3,80+3,86+3,69+3,64+3,64+3,64+3,69+3,66+3,54+3,54+3,54+3,66+3,22+3,https://cdn.sofifa.net/players/232/073/23_120.png
232075,/player/232075/rose-lavelle/230009,23,9,2023-01-13,R. Lavelle,Rosemary Kathleen Lavelle,"CAM, RM",86,87,,,27,1995-05-14,163,56,,,,,,,,,,,95,United States,113009,RCM,16,Left,3,4,3,Medium/Medium,Normal (170-),No,,#Dribbler,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",88,78,83,87,45,61,69,81,44,91,68,90,72,71,86,88,87,88,80,84,85,74,56,79,52,79,63,48,82,85,61,72,41,48,45,16,8,13,11,10,,78+3,78+3,78+3,85,84,84,84,85,86+1,86+1,86+1,85+2,82+3,82+3,82+3,85+2,69+3,68+3,68+3,68+3,69+3,65+3,54+3,54+3,54+3,65+3,19+3,https://cdn.sofifa.net/players/232/075/23_120.png
233662,/player/233662/sakina-karchaoui/230009,23,9,2023-01-13,S. Karchaoui,Sakina Karchaoui,LB,86,89,82000000,2000,26,1996-01-26,160,55,2218,Feminine Division 1,1,116034,Paris SG W,LB,7,,2021-07-10,2024,18,France,113003,LB,7,Left,4,4,2,High/Medium,Normal (170-),Yes,174300000,"#Speedster, #Tactician, #Acrobat","Outside Foot Shot, Technical Dribbler (AI)",90,56,82,87,81,64,90,50,61,88,59,85,79,67,78,89,93,87,90,84,85,65,62,86,50,55,70,86,78,73,53,82,81,84,79,9,14,16,14,10,,71+2,71+2,71+2,81,78,78,78,81,80+2,80+2,80+2,83+2,81+2,81+2,81+2,83+2,86+2,82+2,82+2,82+2,86+2,84+2,76+2,76+2,76+2,84+2,20+2,https://cdn.sofifa.net/players/233/662/23_120.png
